Week 1 | Player Corp (ID: 1) | Development Start | Started New Product 1
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1225 (14 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1226 (5 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1232 (13 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1233 (13 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1245 (1 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1246 (17 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1250 (17 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1263 (15 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1268 (1 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1270 (5 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1274 (14 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1277 (14 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1280 (7 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1283 (17 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1291 (16 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1294 (1 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1295 (15 units)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1300 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1312 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1314 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1316 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1319 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1320 (1 units)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1324 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1332 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1333 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1334 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1345 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1354 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1357 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | B2B Reject | Rejected Order ID 1363 (Insufficient Stock)
Week 6 | Rival Motors C (ID: 4) | Advertising | Product Ad for Model 133-R (Budget: 101000000)
Week 6 | Rival Motors D (ID: 5) | HR Hiring Offer | Offered 2560000 yen to NPC_1749 (ID: 24744)
Week 6 | Rival Motors D (ID: 5) | HR Hiring Offer | Offered 3200000 yen to NPC_6652 (ID: 24678)
Week 6 | Rival Motors D (ID: 5) | HR Hiring Offer | Offered 3280000 yen to NPC_6836 (ID: 24416)
Week 6 | Rival Motors D (ID: 5) | Production | Produced 260 units of Start Model
Week 6 | Rival Motors D (ID: 5) | Production | Produced 119 units of Model 931-V
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1179 (15 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1201 (11 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1218 (12 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1231 (14 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1239 (8 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1296 (15 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1299 (14 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1301 (15 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1337 (17 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1339 (12 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1341 (17 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1350 (15 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1352 (15 units)
Week 6 | Rival Motors D (ID: 5) | B2B Accept | Accepted Order ID 1353 (15 units)
Week 6 | Rival Motors D (ID: 5) | Advertising | Product Ad for Model 931-V (Budget: 117000000)
Week 6 | Rival Motors E (ID: 6) | HR Hiring Offer | Offered 3120000 yen to NPC_1946 (ID: 24622)
Week 6 | Rival Motors E (ID: 6) | HR Hiring Offer | Offered 3920000 yen to NPC_7244 (ID: 24439)
Week 6 | Rival Motors E (ID: 6) | HR Hiring Offer | Offered 2720000 yen to NPC_6075 (ID: 24749)
Week 6 | Rival Motors E (ID: 6) | Production | Produced 96 units of Start Model
Week 6 | Rival Motors E (ID: 6) | Production | Produced 123 units of Model 883-Z
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1171 (16 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1174 (16 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1177 (16 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1185 (15 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1187 (3 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1191 (12 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1198 (11 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1203 (10 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1206 (1 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1210 (18 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1214 (17 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1216 (17 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1229 (14 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1230 (14 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1235 (13 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1238 (13 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1240 (19 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1242 (18 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1243 (18 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1252 (16 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1254 (4 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1255 (17 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1260 (16 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1269 (15 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1271 (15 units)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1272 (4 units)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1273 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1278 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1284 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1287 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1297 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1302 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1304 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1305 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1309 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Accept | Accepted Order ID 1315 (4 units)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1321 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1322 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1327 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1336 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1338 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1348 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1355 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1356 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1360 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1361 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | B2B Reject | Rejected Order ID 1364 (Insufficient Stock)
Week 6 | Rival Motors E (ID: 6) | Advertising | Product Ad for Model 883-Z (Budget: 101000000)
Week 6 | Auto Dealer A (ID: 7) | HR Hiring Offer | Offered 3200000 yen to NPC_8356 (ID: 24555)
Week 6 | Auto Dealer A (ID: 7) | HR Hiring Offer | Offered 3760000 yen to NPC_3680 (ID: 24478)
Week 6 | Auto Dealer A (ID: 7) | HR Hiring Offer | Offered 3840000 yen to NPC_5651 (ID: 24140)
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 14 units from Maker ID 3 for 44918888 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 13 units from Maker ID 2 for 39914160 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 14 units from Maker ID 2 for 42984480 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 13 units from Maker ID 2 for 39914160 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 12 units from Maker ID 5 for 38447844 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 13 units from Maker ID 4 for 41304406 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 12 units from Maker ID 2 for 36843840 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 12 units from Maker ID 6 for 37682484 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 12 units from Maker ID 4 for 38127144 yen
Week 6 | Auto Dealer A (ID: 7) | B2B Order | Ordered 7 units from Maker ID 4 for 22240834 yen
Week 6 | Auto Dealer B (ID: 8) | HR Hiring Offer | Offered 2800000 yen to NPC_7281 (ID: 24742)
Week 6 | Auto Dealer B (ID: 8) | HR Hiring Offer | Offered 2480000 yen to NPC_9233 (ID: 24762)
Week 6 | Auto Dealer B (ID: 8) | HR Hiring Offer | Offered 4480000 yen to NPC_6089 (ID: 24645)
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 2 for 24562560 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 5 for 25631896 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 3 for 25667936 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 4 for 25418096 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 6 for 25121656 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 7 units from Maker ID 2 for 21492240 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 7 units from Maker ID 6 for 21981449 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 4 for 25418096 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 8 units from Maker ID 3 for 25667936 yen
Week 6 | Auto Dealer B (ID: 8) | B2B Order | Ordered 3 units from Maker ID 6 for 9420621 yen
Week 6 | Auto Dealer C (ID: 9) | HR Hiring Offer | Offered 3280000 yen to NPC_5012 (ID: 24746)
Week 6 | Auto Dealer C (ID: 9) | HR Hiring Offer | Offered 3280000 yen to NPC_7824 (ID: 24404)
Week 6 | Auto Dealer C (ID: 9) | HR Hiring Offer | Offered 3200000 yen to NPC_8356 (ID: 24555)
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 16 units from Maker ID 6 for 50243312 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 15 units from Maker ID 3 for 48127380 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 15 units from Maker ID 2 for 46054800 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 15 units from Maker ID 5 for 48059805 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 15 units from Maker ID 2 for 46054800 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 15 units from Maker ID 2 for 46054800 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 6 units from Maker ID 6 for 18841242 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 14 units from Maker ID 3 for 44918888 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 11 units from Maker ID 5 for 35243857 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 14 units from Maker ID 2 for 42984480 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 9 units from Maker ID 4 for 28595358 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 14 units from Maker ID 3 for 44918888 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 14 units from Maker ID 5 for 44855818 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 13 units from Maker ID 6 for 40822691 yen
Week 6 | Auto Dealer C (ID: 9) | B2B Order | Ordered 2 units from Maker ID 6 for 6280414 yen
Week 6 | Auto Dealer D (ID: 10) | HR Hiring Offer | Offered 2720000 yen to NPC_6075 (ID: 24749)
Week 6 | Auto Dealer D (ID: 10) | HR Hiring Offer | Offered 3280000 yen to NPC_5012 (ID: 24746)
Week 6 | Auto Dealer D (ID: 10) | HR Hiring Offer | Offered 4320000 yen to NPC_3495 (ID: 24508)
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 20 units from Maker ID 6 for 62804140 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 6 for 53383519 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 19 units from Maker ID 2 for 58336080 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 19 units from Maker ID 2 for 58336080 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 19 units from Maker ID 3 for 60961348 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 18 units from Maker ID 6 for 56523726 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 18 units from Maker ID 3 for 57752856 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 18 units from Maker ID 4 for 57190716 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 18 units from Maker ID 3 for 57752856 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 2 for 52195440 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 6 for 53383519 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 2 for 52195440 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 3 for 54544364 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 18 units from Maker ID 5 for 57671766 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 17 units from Maker ID 3 for 54544364 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 9 units from Maker ID 4 for 28595358 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 5 units from Maker ID 6 for 15701035 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 5 units from Maker ID 6 for 15701035 yen
Week 6 | Auto Dealer D (ID: 10) | B2B Order | Ordered 3 units from Maker ID 5 for 9611961 yen
Week 6 | Auto Dealer E (ID: 11) | HR Hiring Offer | Offered 3200000 yen to NPC_8356 (ID: 24555)
Week 6 | Auto Dealer E (ID: 11) | HR Hiring Offer | Offered 3360000 yen to NPC_6991 (ID: 24603)
Week 6 | Auto Dealer E (ID: 11) | HR Hiring Offer | Offered 3680000 yen to NPC_4309 (ID: 24757)
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 22 units from Maker ID 2 for 67547040 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 21 units from Maker ID 2 for 64476720 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 5 units from Maker ID 6 for 15701035 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 21 units from Maker ID 3 for 67378332 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 21 units from Maker ID 3 for 67378332 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 20 units from Maker ID 2 for 61406400 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 17 units from Maker ID 6 for 53383519 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 21 units from Maker ID 3 for 67378332 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 21 units from Maker ID 2 for 64476720 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 20 units from Maker ID 4 for 63545240 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 11 units from Maker ID 4 for 34949882 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 6 units from Maker ID 6 for 18841242 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 2 units from Maker ID 6 for 6280414 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 17 units from Maker ID 5 for 54467779 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 20 units from Maker ID 2 for 61406400 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 20 units from Maker ID 6 for 62804140 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 19 units from Maker ID 3 for 60961348 yen
Week 6 | Auto Dealer E (ID: 11) | B2B Order | Ordered 16 units from Maker ID 4 for 50836192 yen
Week 6 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 3040000 yen to NPC_4890 (ID: 24574)
Week 6 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 4160000 yen to NPC_8777 (ID: 24255)
Week 6 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 4160000 yen to NPC_1412 (ID: 24224)
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 2 for 18421920 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 16 units from Maker ID 3 for 51335872 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 16 units from Maker ID 6 for 50243312 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 16 units from Maker ID 2 for 49125120 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 6 for 15701035 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 2 units from Maker ID 6 for 6280414 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 11 units from Maker ID 4 for 34949882 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 2 for 46054800 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 4 for 47658930 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 3 for 48127380 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 3 for 48127380 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 14 units from Maker ID 3 for 44918888 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 6 for 47103105 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 5 for 48059805 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 14 units from Maker ID 5 for 44855818 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 14 units from Maker ID 3 for 44918888 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 14 units from Maker ID 2 for 42984480 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 15 units from Maker ID 2 for 46054800 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 14 units from Maker ID 6 for 43962898 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 6 for 15701035 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 13 units from Maker ID 2 for 39914160 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 13 units from Maker ID 4 for 41304406 yen
Week 6 | Auto Dealer F (ID: 12) | B2B Order | Ordered 13 units from Maker ID 4 for 41304406 yen
